type,n,k1,k2,gamma1,gamma2,MDS1,MDS2,pre_intersection,intersection,pre_union,union
ER+SF,1000,1.0,1.0,,2.0,645,833,535,550,943,928
ER+SF,1000,1.0,1.0,,2.1,645,830,535,554,940,921
ER+SF,1000,1.0,1.0,,2.2,645,804,518,537,931,912
ER+SF,1000,1.0,1.0,,2.3,645,782,502,517,925,910
ER+SF,1000,1.0,1.0,,2.4,645,771,501,522,915,894
ER+SF,1000,1.0,1.0,,2.5,645,751,484,502,912,894
ER+SF,1000,1.0,1.0,,2.6,645,727,473,492,899,880
ER+SF,1000,1.0,1.0,,2.7,645,717,468,486,894,876
ER+SF,1000,1.0,1.0,,2.8,645,714,463,483,896,876
ER+SF,1000,1.0,1.0,,2.9,645,702,449,467,898,880
ER+SF,1000,1.0,1.0,,3.0,645,705,471,490,879,860
ER+SF,1000,1.0,1.0,,3.1,645,688,448,472,885,861
ER+SF,1000,1.0,1.0,,3.2,645,700,451,472,894,873
ER+SF,1000,1.0,1.0,,3.3,645,686,455,471,876,860
ER+SF,1000,1.0,1.0,,3.4,645,678,448,462,875,861
ER+SF,1000,1.0,1.0,,3.5,645,678,439,457,884,866
ER+SF,1000,1.0,1.0,,3.6,645,659,441,461,863,843
ER+SF,1000,1.0,1.0,,3.7,645,677,439,460,883,862
ER+SF,1000,1.0,1.0,,3.8,645,680,433,454,892,871
ER+SF,1000,1.0,1.0,,3.9,645,671,431,454,885,862
ER+SF,1000,1.0,1.0,,4.0,645,680,442,462,883,863
ER+SF,1000,1.0,1.0,,4.1,645,675,434,454,886,866
ER+SF,1000,1.0,1.0,,4.2,645,671,424,445,892,871
ER+SF,1000,1.0,1.0,,4.3,645,665,435,462,875,848
ER+SF,1000,1.0,1.0,,4.4,645,665,436,458,874,852
ER+SF,1000,1.0,1.0,,4.5,645,665,430,457,880,853
ER+SF,1000,1.0,1.0,,4.6,645,654,421,442,878,857
ER+SF,1000,1.0,1.0,,4.7,645,656,431,448,870,853
ER+SF,1000,1.0,1.0,,4.8,645,665,440,462,870,848
ER+SF,1000,1.0,1.0,,4.9,645,668,431,451,882,862
ER+SF,1000,1.0,1.0,,5.0,645,664,432,452,877,857
ER+SF,1000,1.1,1.1,,2.0,629,840,530,553,939,916
ER+SF,1000,1.1,1.1,,2.1,629,821,513,539,937,911
ER+SF,1000,1.1,1.1,,2.2,629,791,497,518,923,902
ER+SF,1000,1.1,1.1,,2.3,629,773,489,504,913,898
ER+SF,1000,1.1,1.1,,2.4,629,741,470,490,900,880
ER+SF,1000,1.1,1.1,,2.5,629,734,462,486,901,877
ER+SF,1000,1.1,1.1,,2.6,629,716,449,472,896,873
ER+SF,1000,1.1,1.1,,2.7,629,689,434,456,884,862
ER+SF,1000,1.1,1.1,,2.8,629,709,447,470,891,868
ER+SF,1000,1.1,1.1,,2.9,629,684,433,456,880,857
ER+SF,1000,1.1,1.1,,3.0,629,683,441,456,871,856
ER+SF,1000,1.1,1.1,,3.1,629,680,433,461,876,848
ER+SF,1000,1.1,1.1,,3.2,629,659,421,440,867,848
ER+SF,1000,1.1,1.1,,3.3,629,651,403,430,877,850
ER+SF,1000,1.1,1.1,,3.4,629,666,421,446,874,849
ER+SF,1000,1.1,1.1,,3.5,629,672,419,447,882,854
ER+SF,1000,1.1,1.1,,3.6,629,648,406,430,871,847
ER+SF,1000,1.1,1.1,,3.7,629,656,407,429,878,856
ER+SF,1000,1.1,1.1,,3.8,629,655,419,438,865,846
ER+SF,1000,1.1,1.1,,3.9,629,650,429,451,850,828
ER+SF,1000,1.1,1.1,,4.0,629,654,427,450,856,833
ER+SF,1000,1.1,1.1,,4.1,629,652,412,434,869,847
ER+SF,1000,1.1,1.1,,4.2,629,640,409,435,860,834
ER+SF,1000,1.1,1.1,,4.3,629,648,404,423,873,854
ER+SF,1000,1.1,1.1,,4.4,629,651,408,430,872,850
ER+SF,1000,1.1,1.1,,4.5,629,637,404,435,862,831
ER+SF,1000,1.1,1.1,,4.6,629,643,408,429,864,843
ER+SF,1000,1.1,1.1,,4.7,629,652,414,431,867,850
ER+SF,1000,1.1,1.1,,4.8,629,635,396,418,868,846
ER+SF,1000,1.1,1.1,,4.9,629,642,410,438,861,833
ER+SF,1000,1.1,1.1,,5.0,629,632,387,410,874,851
ER+SF,1000,1.2,1.2,,2.0,612,833,510,526,935,919
ER+SF,1000,1.2,1.2,,2.1,612,796,485,506,923,902
ER+SF,1000,1.2,1.2,,2.2,612,781,478,500,915,893
ER+SF,1000,1.2,1.2,,2.3,612,757,463,484,906,885
ER+SF,1000,1.2,1.2,,2.4,612,736,448,471,900,877
ER+SF,1000,1.2,1.2,,2.5,612,701,425,458,888,855
ER+SF,1000,1.2,1.2,,2.6,612,699,428,458,883,853
ER+SF,1000,1.2,1.2,,2.7,612,683,416,445,879,850
ER+SF,1000,1.2,1.2,,2.8,612,677,405,438,884,851
ER+SF,1000,1.2,1.2,,2.9,612,667,406,428,873,851
ER+SF,1000,1.2,1.2,,3.0,612,655,396,428,871,839
ER+SF,1000,1.2,1.2,,3.1,612,658,397,422,873,848
ER+SF,1000,1.2,1.2,,3.2,612,655,390,423,877,844
ER+SF,1000,1.2,1.2,,3.3,612,653,401,436,864,829
ER+SF,1000,1.2,1.2,,3.4,612,637,381,411,868,838
ER+SF,1000,1.2,1.2,,3.5,612,636,391,427,857,821
ER+SF,1000,1.2,1.2,,3.6,612,634,378,417,868,829
ER+SF,1000,1.2,1.2,,3.7,612,627,385,414,854,825
ER+SF,1000,1.2,1.2,,3.8,612,654,407,437,859,829
ER+SF,1000,1.2,1.2,,3.9,612,644,396,424,860,832
ER+SF,1000,1.2,1.2,,4.0,612,624,380,412,856,824
ER+SF,1000,1.2,1.2,,4.1,612,625,379,413,858,824
ER+SF,1000,1.2,1.2,,4.2,612,632,385,415,859,829
ER+SF,1000,1.2,1.2,,4.3,612,629,376,407,865,834
ER+SF,1000,1.2,1.2,,4.4,612,616,365,399,863,829
ER+SF,1000,1.2,1.2,,4.5,612,636,396,422,852,826
ER+SF,1000,1.2,1.2,,4.6,612,616,376,402,852,826
ER+SF,1000,1.2,1.2,,4.7,612,623,374,401,861,834
ER+SF,1000,1.2,1.2,,4.8,612,598,353,377,857,833
ER+SF,1000,1.2,1.2,,4.9,612,616,374,406,854,822
ER+SF,1000,1.2,1.2,,5.0,612,608,375,406,845,814
ER+SF,1000,1.3,1.3,,2.0,572,820,456,481,936,911
ER+SF,1000,1.3,1.3,,2.1,572,792,456,480,908,884
ER+SF,1000,1.3,1.3,,2.2,572,752,433,455,891,869
ER+SF,1000,1.3,1.3,,2.3,572,729,416,442,885,859
ER+SF,1000,1.3,1.3,,2.4,572,723,415,437,880,858
ER+SF,1000,1.3,1.3,,2.5,572,699,407,427,864,844
ER+SF,1000,1.3,1.3,,2.6,572,692,384,418,880,846
ER+SF,1000,1.3,1.3,,2.7,572,671,383,415,860,828
ER+SF,1000,1.3,1.3,,2.8,572,649,364,396,857,825
ER+SF,1000,1.3,1.3,,2.9,572,660,374,408,858,824
ER+SF,1000,1.3,1.3,,3.0,572,641,381,399,832,814
ER+SF,1000,1.3,1.3,,3.1,572,633,352,385,853,820
ER+SF,1000,1.3,1.3,,3.2,572,626,361,391,837,807
ER+SF,1000,1.3,1.3,,3.3,572,623,350,380,845,815
ER+SF,1000,1.3,1.3,,3.4,572,617,338,368,851,821
ER+SF,1000,1.3,1.3,,3.5,572,617,354,381,835,808
ER+SF,1000,1.3,1.3,,3.6,572,608,347,380,833,800
ER+SF,1000,1.3,1.3,,3.7,572,616,349,375,839,813
ER+SF,1000,1.3,1.3,,3.8,572,619,355,384,836,807
ER+SF,1000,1.3,1.3,,3.9,572,608,355,378,825,802
ER+SF,1000,1.3,1.3,,4.0,572,598,329,371,841,799
ER+SF,1000,1.3,1.3,,4.1,572,596,338,368,830,800
ER+SF,1000,1.3,1.3,,4.2,572,602,337,374,837,800
ER+SF,1000,1.3,1.3,,4.3,572,597,343,378,826,791
ER+SF,1000,1.3,1.3,,4.4,572,608,360,390,820,790
ER+SF,1000,1.3,1.3,,4.5,572,603,343,374,832,801
ER+SF,1000,1.3,1.3,,4.6,572,596,343,372,825,796
ER+SF,1000,1.3,1.3,,4.7,572,591,354,375,809,788
ER+SF,1000,1.3,1.3,,4.8,572,599,327,364,844,807
ER+SF,1000,1.3,1.3,,4.9,572,585,328,360,829,797
ER+SF,1000,1.3,1.3,,5.0,572,592,345,368,819,796
ER+SF,1000,1.4,1.4,,2.0,562,814,461,482,915,894
ER+SF,1000,1.4,1.4,,2.1,562,795,449,475,908,882
ER+SF,1000,1.4,1.4,,2.2,562,739,438,464,863,837
ER+SF,1000,1.4,1.4,,2.3,562,718,416,441,864,839
ER+SF,1000,1.4,1.4,,2.4,562,695,402,430,855,827
ER+SF,1000,1.4,1.4,,2.5,562,689,399,426,852,825
ER+SF,1000,1.4,1.4,,2.6,562,654,370,405,846,811
ER+SF,1000,1.4,1.4,,2.7,562,659,372,404,849,817
ER+SF,1000,1.4,1.4,,2.8,562,666,380,411,848,817
ER+SF,1000,1.4,1.4,,2.9,562,621,354,388,829,795
ER+SF,1000,1.4,1.4,,3.0,562,631,359,390,834,803
ER+SF,1000,1.4,1.4,,3.1,562,620,353,390,829,792
ER+SF,1000,1.4,1.4,,3.2,562,625,364,396,823,791
ER+SF,1000,1.4,1.4,,3.3,562,621,345,386,838,797
ER+SF,1000,1.4,1.4,,3.4,562,601,336,370,827,793
ER+SF,1000,1.4,1.4,,3.5,562,599,339,372,822,789
ER+SF,1000,1.4,1.4,,3.6,562,583,334,362,811,783
ER+SF,1000,1.4,1.4,,3.7,562,600,351,389,811,773
ER+SF,1000,1.4,1.4,,3.8,562,593,351,377,804,778
ER+SF,1000,1.4,1.4,,3.9,562,590,329,372,823,780
ER+SF,1000,1.4,1.4,,4.0,562,589,346,383,805,768
ER+SF,1000,1.4,1.4,,4.1,562,592,338,372,816,782
ER+SF,1000,1.4,1.4,,4.2,562,586,347,385,801,763
ER+SF,1000,1.4,1.4,,4.3,562,594,350,381,806,775
ER+SF,1000,1.4,1.4,,4.4,562,596,346,386,812,772
ER+SF,1000,1.4,1.4,,4.5,562,577,323,358,816,781
ER+SF,1000,1.4,1.4,,4.6,562,585,336,370,811,777
ER+SF,1000,1.4,1.4,,4.7,562,568,326,355,804,775
ER+SF,1000,1.4,1.4,,4.8,562,576,330,367,808,771
ER+SF,1000,1.4,1.4,,4.9,562,574,336,375,800,761
ER+SF,1000,1.4,1.4,,5.0,562,582,330,370,814,774
ER+SF,1000,1.5,1.5,,2.0,544,819,447,470,916,893
ER+SF,1000,1.5,1.5,,2.1,544,789,423,444,910,889
ER+SF,1000,1.5,1.5,,2.2,544,746,417,445,873,845
ER+SF,1000,1.5,1.5,,2.3,544,712,394,428,862,828
ER+SF,1000,1.5,1.5,,2.4,544,700,381,419,863,825
ER+SF,1000,1.5,1.5,,2.5,544,682,375,411,851,815
ER+SF,1000,1.5,1.5,,2.6,544,634,346,379,832,799
ER+SF,1000,1.5,1.5,,2.7,544,629,353,389,820,784
ER+SF,1000,1.5,1.5,,2.8,544,633,341,386,836,791
ER+SF,1000,1.5,1.5,,2.9,544,620,343,387,821,777
ER+SF,1000,1.5,1.5,,3.0,544,606,335,376,815,774
ER+SF,1000,1.5,1.5,,3.1,544,604,329,378,819,770
ER+SF,1000,1.5,1.5,,3.2,544,586,307,350,823,780
ER+SF,1000,1.5,1.5,,3.3,544,592,321,367,815,769
ER+SF,1000,1.5,1.5,,3.4,544,595,320,361,819,778
ER+SF,1000,1.5,1.5,,3.5,544,598,322,361,820,781
ER+SF,1000,1.5,1.5,,3.6,544,577,314,351,807,770
ER+SF,1000,1.5,1.5,,3.7,544,573,319,358,798,759
ER+SF,1000,1.5,1.5,,3.8,544,559,304,341,799,762
ER+SF,1000,1.5,1.5,,3.9,544,578,326,362,796,760
ER+SF,1000,1.5,1.5,,4.0,544,569,316,353,797,760
ER+SF,1000,1.5,1.5,,4.1,544,581,307,350,818,775
ER+SF,1000,1.5,1.5,,4.2,544,564,311,347,797,761
ER+SF,1000,1.5,1.5,,4.3,544,563,301,343,806,764
ER+SF,1000,1.5,1.5,,4.4,544,559,319,348,784,755
ER+SF,1000,1.5,1.5,,4.5,544,559,294,337,809,766
ER+SF,1000,1.5,1.5,,4.6,544,554,305,342,793,756
ER+SF,1000,1.5,1.5,,4.7,544,548,297,334,795,758
ER+SF,1000,1.5,1.5,,4.8,544,550,301,340,793,754
ER+SF,1000,1.5,1.5,,4.9,544,551,317,346,778,749
ER+SF,1000,1.5,1.5,,5.0,544,565,312,344,797,765
ER+SF,1000,1.6,1.6,,2.0,520,802,429,451,893,871
ER+SF,1000,1.6,1.6,,2.1,520,781,412,433,889,868
ER+SF,1000,1.6,1.6,,2.2,520,735,387,422,868,833
ER+SF,1000,1.6,1.6,,2.3,520,694,356,392,858,822
ER+SF,1000,1.6,1.6,,2.4,520,683,365,393,838,810
ER+SF,1000,1.6,1.6,,2.5,520,646,340,377,826,789
ER+SF,1000,1.6,1.6,,2.6,520,614,334,372,800,762
ER+SF,1000,1.6,1.6,,2.7,520,627,332,377,815,770
ER+SF,1000,1.6,1.6,,2.8,520,612,329,370,803,762
ER+SF,1000,1.6,1.6,,2.9,520,610,310,347,820,783
ER+SF,1000,1.6,1.6,,3.0,520,586,298,345,808,761
ER+SF,1000,1.6,1.6,,3.1,520,569,292,330,797,759
ER+SF,1000,1.6,1.6,,3.2,520,572,309,355,783,737
ER+SF,1000,1.6,1.6,,3.3,520,562,315,349,767,733
ER+SF,1000,1.6,1.6,,3.4,520,578,289,336,809,762
ER+SF,1000,1.6,1.6,,3.5,520,562,293,343,789,739
ER+SF,1000,1.6,1.6,,3.6,520,553,284,326,789,747
ER+SF,1000,1.6,1.6,,3.7,520,554,281,320,793,754
ER+SF,1000,1.6,1.6,,3.8,520,558,282,319,796,759
ER+SF,1000,1.6,1.6,,3.9,520,550,293,336,777,734
ER+SF,1000,1.6,1.6,,4.0,520,556,287,332,789,744
ER+SF,1000,1.6,1.6,,4.1,520,554,285,328,789,746
ER+SF,1000,1.6,1.6,,4.2,520,570,294,337,796,753
ER+SF,1000,1.6,1.6,,4.3,520,554,286,327,788,747
ER+SF,1000,1.6,1.6,,4.4,520,542,283,314,779,748
ER+SF,1000,1.6,1.6,,4.5,520,547,283,326,784,741
ER+SF,1000,1.6,1.6,,4.6,520,525,274,321,771,724
ER+SF,1000,1.6,1.6,,4.7,520,543,291,336,772,727
ER+SF,1000,1.6,1.6,,4.8,520,532,282,324,770,728
ER+SF,1000,1.6,1.6,,4.9,520,540,286,330,774,730
ER+SF,1000,1.6,1.6,,5.0,520,542,286,327,776,735
ER+SF,1000,1.7,1.7,,2.0,507,791,412,434,886,864
ER+SF,1000,1.7,1.7,,2.1,507,748,368,394,887,861
ER+SF,1000,1.7,1.7,,2.2,507,734,375,403,866,838
ER+SF,1000,1.7,1.7,,2.3,507,700,354,383,853,824
ER+SF,1000,1.7,1.7,,2.4,507,653,339,368,821,792
ER+SF,1000,1.7,1.7,,2.5,507,657,338,375,826,789
ER+SF,1000,1.7,1.7,,2.6,507,615,306,343,816,779
ER+SF,1000,1.7,1.7,,2.7,507,612,317,353,802,766
ER+SF,1000,1.7,1.7,,2.8,507,598,301,332,804,773
ER+SF,1000,1.7,1.7,,2.9,507,598,295,335,810,770
ER+SF,1000,1.7,1.7,,3.0,507,586,304,339,789,754
ER+SF,1000,1.7,1.7,,3.1,507,557,283,318,781,746
ER+SF,1000,1.7,1.7,,3.2,507,559,304,342,762,724
ER+SF,1000,1.7,1.7,,3.3,507,557,276,311,788,753
ER+SF,1000,1.7,1.7,,3.4,507,556,283,323,780,740
ER+SF,1000,1.7,1.7,,3.5,507,561,279,320,789,748
ER+SF,1000,1.7,1.7,,3.6,507,541,270,303,778,745
ER+SF,1000,1.7,1.7,,3.7,507,537,277,318,767,726
ER+SF,1000,1.7,1.7,,3.8,507,534,265,301,776,740
ER+SF,1000,1.7,1.7,,3.9,507,547,276,309,778,745
ER+SF,1000,1.7,1.7,,4.0,507,536,266,304,777,739
ER+SF,1000,1.7,1.7,,4.1,507,519,269,302,757,724
ER+SF,1000,1.7,1.7,,4.2,507,544,276,314,775,737
ER+SF,1000,1.7,1.7,,4.3,507,509,263,304,753,712
ER+SF,1000,1.7,1.7,,4.4,507,543,275,314,775,736
ER+SF,1000,1.7,1.7,,4.5,507,526,266,302,767,731
ER+SF,1000,1.7,1.7,,4.6,507,523,257,289,773,741
ER+SF,1000,1.7,1.7,,4.7,507,527,271,307,763,727
ER+SF,1000,1.7,1.7,,4.8,507,521,275,310,753,718
ER+SF,1000,1.7,1.7,,4.9,507,531,272,321,766,717
ER+SF,1000,1.7,1.7,,5.0,507,512,255,284,764,735
ER+SF,1000,1.8,1.8,,2.0,487,804,381,414,910,877
ER+SF,1000,1.8,1.8,,2.1,487,760,365,399,882,848
ER+SF,1000,1.8,1.8,,2.2,487,721,345,389,863,819
ER+SF,1000,1.8,1.8,,2.3,487,671,337,374,821,784
ER+SF,1000,1.8,1.8,,2.4,487,651,318,367,820,771
ER+SF,1000,1.8,1.8,,2.5,487,624,301,349,810,762
ER+SF,1000,1.8,1.8,,2.6,487,622,305,354,804,755
ER+SF,1000,1.8,1.8,,2.7,487,597,312,354,772,730
ER+SF,1000,1.8,1.8,,2.8,487,587,279,342,795,732
ER+SF,1000,1.8,1.8,,2.9,487,570,286,336,771,721
ER+SF,1000,1.8,1.8,,3.0,487,559,271,324,775,722
ER+SF,1000,1.8,1.8,,3.1,487,546,268,315,765,718
ER+SF,1000,1.8,1.8,,3.2,487,548,281,320,754,715
ER+SF,1000,1.8,1.8,,3.3,487,529,258,305,758,711
ER+SF,1000,1.8,1.8,,3.4,487,526,253,304,760,709
ER+SF,1000,1.8,1.8,,3.5,487,516,251,294,752,709
ER+SF,1000,1.8,1.8,,3.6,487,536,262,314,761,709
ER+SF,1000,1.8,1.8,,3.7,487,519,249,299,757,707
ER+SF,1000,1.8,1.8,,3.8,487,518,243,291,762,714
ER+SF,1000,1.8,1.8,,3.9,487,526,254,308,759,705
ER+SF,1000,1.8,1.8,,4.0,487,533,274,326,746,694
ER+SF,1000,1.8,1.8,,4.1,487,533,270,315,750,705
ER+SF,1000,1.8,1.8,,4.2,487,505,233,286,759,706
ER+SF,1000,1.8,1.8,,4.3,487,500,244,298,743,689
ER+SF,1000,1.8,1.8,,4.4,487,509,247,288,749,708
ER+SF,1000,1.8,1.8,,4.5,487,505,250,298,742,694
ER+SF,1000,1.8,1.8,,4.6,487,494,238,290,743,691
ER+SF,1000,1.8,1.8,,4.7,487,505,247,293,745,699
ER+SF,1000,1.8,1.8,,4.8,487,522,248,300,761,709
ER+SF,1000,1.8,1.8,,4.9,487,501,249,304,739,684
ER+SF,1000,1.8,1.8,,5.0,487,511,241,305,757,693
ER+SF,1000,1.9,1.9,,2.0,473,791,382,415,882,849
ER+SF,1000,1.9,1.9,,2.1,473,732,361,377,844,828
ER+SF,1000,1.9,1.9,,2.2,473,706,337,385,842,794
ER+SF,1000,1.9,1.9,,2.3,473,674,322,365,825,782
ER+SF,1000,1.9,1.9,,2.4,473,647,306,356,814,764
ER+SF,1000,1.9,1.9,,2.5,473,623,303,345,793,751
ER+SF,1000,1.9,1.9,,2.6,473,616,296,339,793,750
ER+SF,1000,1.9,1.9,,2.7,473,583,277,322,779,734
ER+SF,1000,1.9,1.9,,2.8,473,578,283,325,768,726
ER+SF,1000,1.9,1.9,,2.9,473,565,263,321,775,717
ER+SF,1000,1.9,1.9,,3.0,473,547,275,332,745,688
ER+SF,1000,1.9,1.9,,3.1,473,527,252,309,748,691
ER+SF,1000,1.9,1.9,,3.2,473,528,252,308,749,693
ER+SF,1000,1.9,1.9,,3.3,473,540,261,320,752,693
ER+SF,1000,1.9,1.9,,3.4,473,504,240,286,737,691
ER+SF,1000,1.9,1.9,,3.5,473,511,260,307,724,677
ER+SF,1000,1.9,1.9,,3.6,473,506,228,292,751,687
ER+SF,1000,1.9,1.9,,3.7,473,511,236,286,748,698
ER+SF,1000,1.9,1.9,,3.8,473,515,237,293,751,695
ER+SF,1000,1.9,1.9,,3.9,473,501,224,286,750,688
ER+SF,1000,1.9,1.9,,4.0,473,497,239,289,731,681
ER+SF,1000,1.9,1.9,,4.1,473,503,242,298,734,678
ER+SF,1000,1.9,1.9,,4.2,473,492,246,297,719,668
ER+SF,1000,1.9,1.9,,4.3,473,506,243,295,736,684
ER+SF,1000,1.9,1.9,,4.4,473,499,235,279,737,693
ER+SF,1000,1.9,1.9,,4.5,473,492,246,294,719,671
ER+SF,1000,1.9,1.9,,4.6,473,499,244,296,728,676
ER+SF,1000,1.9,1.9,,4.7,473,493,238,294,728,672
ER+SF,1000,1.9,1.9,,4.8,473,488,241,295,720,666
