type,n,k1,k2,gamma1,gamma2,MDS1,MDS2,pre_intersection,intersection,pre_union,union
ER+SF,1000,4.0,4.0,,2.2,210,545,120,162,635,593
ER+SF,1000,4.0,4.0,,2.3,210,501,103,158,608,553
ER+SF,1000,4.0,4.0,,2.4,210,472,98,146,584,536
ER+SF,1000,4.0,4.0,,2.5,210,424,82,141,552,493
ER+SF,1000,4.0,4.0,,2.6,210,410,92,145,528,475
ER+SF,1000,4.0,4.0,,2.7,210,375,70,128,515,457
ER+SF,1000,4.0,4.0,,2.8,210,379,76,138,513,451
ER+SF,1000,4.0,4.0,,2.9,210,370,83,147,497,433
ER+SF,1000,4.0,4.0,,3.0,210,351,79,133,482,428
ER+SF,1000,4.0,4.0,,3.1,210,326,61,129,475,407
ER+SF,1000,4.0,4.0,,3.2,210,307,71,128,446,389
ER+SF,1000,4.0,4.0,,3.3,210,305,62,131,453,384
ER+SF,1000,4.0,4.0,,3.4,210,289,61,119,438,380
ER+SF,1000,4.0,4.0,,3.5,210,276,65,121,421,365
ER+SF,1000,4.0,4.0,,3.6,210,278,62,124,426,364
ER+SF,1000,4.0,4.0,,3.7,210,274,57,119,427,365
ER+SF,1000,4.0,4.0,,3.8,210,268,57,116,421,362
ER+SF,1000,4.0,4.0,,3.9,210,250,49,113,411,347
ER+SF,1000,4.0,4.0,,4.0,210,254,60,113,404,351
ER+SF,1000,4.0,4.0,,4.1,210,260,53,115,417,355
ER+SF,1000,4.0,4.0,,4.2,210,262,51,118,421,354
ER+SF,1000,4.0,4.0,,4.3,210,255,61,110,404,355
ER+SF,1000,4.0,4.0,,4.4,210,249,49,115,410,344
ER+SF,1000,4.0,4.0,,4.5,210,247,62,117,395,340
ER+SF,1000,4.0,4.0,,4.6,210,242,48,101,404,351
ER+SF,1000,4.0,4.0,,4.7,210,244,46,102,408,352
ER+SF,1000,4.0,4.0,,4.8,210,253,63,118,400,345
ER+SF,1000,4.0,4.0,,4.9,210,266,57,121,419,355
ER+SF,1000,4.0,4.0,,5.0,210,253,49,114,414,349
ER+SF,1000,4.1,4.1,,2.0,215,659,139,172,735,702
ER+SF,1000,4.1,4.1,,2.1,215,620,141,175,694,660
ER+SF,1000,4.1,4.1,,2.2,215,531,116,165,630,581
ER+SF,1000,4.1,4.1,,2.3,215,489,98,161,606,543
ER+SF,1000,4.1,4.1,,2.4,215,464,97,148,582,531
ER+SF,1000,4.1,4.1,,2.5,215,423,94,145,544,493
ER+SF,1000,4.1,4.1,,2.6,215,391,90,142,516,464
ER+SF,1000,4.1,4.1,,2.7,215,379,75,129,519,465
ER+SF,1000,4.1,4.1,,2.8,215,357,83,134,489,438
ER+SF,1000,4.1,4.1,,2.9,215,344,80,127,479,432
ER+SF,1000,4.1,4.1,,3.0,215,325,66,122,474,418
ER+SF,1000,4.1,4.1,,3.1,215,319,73,126,461,408
ER+SF,1000,4.1,4.1,,3.2,215,300,69,122,446,393
ER+SF,1000,4.1,4.1,,3.3,215,307,62,112,460,410
ER+SF,1000,4.1,4.1,,3.4,215,278,56,115,437,378
ER+SF,1000,4.1,4.1,,3.5,215,292,60,117,447,390
ER+SF,1000,4.1,4.1,,3.6,215,265,62,118,418,362
ER+SF,1000,4.1,4.1,,3.7,215,266,66,115,415,366
ER+SF,1000,4.1,4.1,,3.8,215,288,69,130,434,373
ER+SF,1000,4.1,4.1,,3.9,215,263,58,120,420,358
ER+SF,1000,4.1,4.1,,4.0,215,266,74,119,407,362
ER+SF,1000,4.1,4.1,,4.1,215,257,60,111,412,361
ER+SF,1000,4.1,4.1,,4.2,215,260,58,115,417,360
ER+SF,1000,4.1,4.1,,4.3,215,227,58,106,384,336
ER+SF,1000,4.1,4.1,,4.4,215,235,54,104,396,346
ER+SF,1000,4.1,4.1,,4.5,215,243,48,100,410,358
ER+SF,1000,4.1,4.1,,4.6,215,239,48,101,406,353
ER+SF,1000,4.1,4.1,,4.7,215,239,65,110,389,344
ER+SF,1000,4.1,4.1,,4.8,215,235,56,112,394,338
ER+SF,1000,4.1,4.1,,4.9,215,224,41,97,398,342
ER+SF,1000,4.1,4.1,,5.0,215,240,56,110,399,345
ER+SF,1000,4.2,4.2,,2.0,193,666,129,159,730,700
ER+SF,1000,4.2,4.2,,2.1,193,595,119,148,669,640
ER+SF,1000,4.2,4.2,,2.2,193,559,102,141,650,611
ER+SF,1000,4.2,4.2,,2.3,193,490,86,138,597,545
ER+SF,1000,4.2,4.2,,2.4,193,458,84,126,567,525
ER+SF,1000,4.2,4.2,,2.5,193,426,91,132,528,487
ER+SF,1000,4.2,4.2,,2.6,193,384,67,127,510,450
ER+SF,1000,4.2,4.2,,2.7,193,376,66,117,503,452
ER+SF,1000,4.2,4.2,,2.8,193,342,52,106,483,429
ER+SF,1000,4.2,4.2,,2.9,193,332,63,116,462,409
ER+SF,1000,4.2,4.2,,3.0,193,315,62,116,446,392
ER+SF,1000,4.2,4.2,,3.1,193,315,57,107,451,401
ER+SF,1000,4.2,4.2,,3.2,193,307,53,107,447,393
ER+SF,1000,4.2,4.2,,3.3,193,299,60,111,432,381
ER+SF,1000,4.2,4.2,,3.4,193,288,54,104,427,377
ER+SF,1000,4.2,4.2,,3.5,193,273,49,105,417,361
ER+SF,1000,4.2,4.2,,3.6,193,264,51,103,406,354
ER+SF,1000,4.2,4.2,,3.7,193,276,55,112,414,357
ER+SF,1000,4.2,4.2,,3.8,193,256,45,111,404,338
ER+SF,1000,4.2,4.2,,3.9,193,237,46,96,384,334
ER+SF,1000,4.2,4.2,,4.0,193,244,45,104,392,333
ER+SF,1000,4.2,4.2,,4.1,193,252,49,102,396,343
ER+SF,1000,4.2,4.2,,4.2,193,229,47,104,375,318
ER+SF,1000,4.2,4.2,,4.3,193,233,44,91,382,335
ER+SF,1000,4.2,4.2,,4.4,193,236,45,94,384,335
ER+SF,1000,4.2,4.2,,4.5,193,232,46,90,379,335
ER+SF,1000,4.2,4.2,,4.6,193,229,41,90,381,332
ER+SF,1000,4.2,4.2,,4.7,193,226,48,92,371,327
ER+SF,1000,4.2,4.2,,4.8,193,210,43,85,360,318
ER+SF,1000,4.2,4.2,,4.9,193,223,41,85,375,331
ER+SF,1000,4.2,4.2,,5.0,193,212,39,82,366,323
ER+SF,1000,4.3,4.3,,2.0,195,658,131,163,722,690
ER+SF,1000,4.3,4.3,,2.1,195,591,121,154,665,632
ER+SF,1000,4.3,4.3,,2.2,195,536,121,157,610,574
ER+SF,1000,4.3,4.3,,2.3,195,480,101,140,574,535
ER+SF,1000,4.3,4.3,,2.4,195,457,84,134,568,518
ER+SF,1000,4.3,4.3,,2.5,195,406,77,125,524,476
ER+SF,1000,4.3,4.3,,2.6,195,389,81,120,503,464
ER+SF,1000,4.3,4.3,,2.7,195,374,72,126,497,443
ER+SF,1000,4.3,4.3,,2.8,195,342,65,120,472,417
ER+SF,1000,4.3,4.3,,2.9,195,325,54,100,466,420
ER+SF,1000,4.3,4.3,,3.0,195,302,53,101,444,396
ER+SF,1000,4.3,4.3,,3.1,195,313,65,112,443,396
ER+SF,1000,4.3,4.3,,3.2,195,275,57,114,413,356
ER+SF,1000,4.3,4.3,,3.3,195,267,63,108,399,354
ER+SF,1000,4.3,4.3,,3.4,195,284,56,112,423,367
ER+SF,1000,4.3,4.3,,3.5,195,270,50,110,415,355
ER+SF,1000,4.3,4.3,,3.6,195,258,50,98,403,355
ER+SF,1000,4.3,4.3,,3.7,195,250,49,102,396,343
ER+SF,1000,4.3,4.3,,3.8,195,251,52,103,394,343
ER+SF,1000,4.3,4.3,,3.9,195,242,46,99,391,338
ER+SF,1000,4.3,4.3,,4.0,195,249,49,102,395,342
ER+SF,1000,4.3,4.3,,4.1,195,238,44,94,389,339
ER+SF,1000,4.3,4.3,,4.2,195,231,43,89,383,337
ER+SF,1000,4.3,4.3,,4.3,195,233,48,99,380,329
ER+SF,1000,4.3,4.3,,4.4,195,220,50,108,365,307
ER+SF,1000,4.3,4.3,,4.5,195,236,43,88,388,343
ER+SF,1000,4.3,4.3,,4.6,195,228,53,96,370,327
ER+SF,1000,4.3,4.3,,4.7,195,222,39,86,378,331
ER+SF,1000,4.3,4.3,,4.8,195,222,48,105,369,312
ER+SF,1000,4.3,4.3,,4.9,195,224,40,98,379,321
ER+SF,1000,4.3,4.3,,5.0,195,211,56,99,350,307
ER+SF,1000,4.4,4.4,,2.0,183,639,113,145,709,677
ER+SF,1000,4.4,4.4,,2.1,183,591,111,149,663,625
ER+SF,1000,4.4,4.4,,2.2,183,528,102,141,609,570
ER+SF,1000,4.4,4.4,,2.3,183,489,96,143,576,529
ER+SF,1000,4.4,4.4,,2.4,183,448,84,137,547,494
ER+SF,1000,4.4,4.4,,2.5,183,405,74,124,514,464
ER+SF,1000,4.4,4.4,,2.6,183,382,71,135,494,430
ER+SF,1000,4.4,4.4,,2.7,183,361,67,124,477,420
ER+SF,1000,4.4,4.4,,2.8,183,340,68,116,455,407
ER+SF,1000,4.4,4.4,,2.9,183,327,60,116,450,394
ER+SF,1000,4.4,4.4,,3.0,183,307,66,120,424,370
ER+SF,1000,4.4,4.4,,3.1,183,271,55,109,399,345
ER+SF,1000,4.4,4.4,,3.2,183,284,53,108,414,359
ER+SF,1000,4.4,4.4,,3.3,183,264,50,107,397,340
ER+SF,1000,4.4,4.4,,3.4,183,262,43,92,402,353
ER+SF,1000,4.4,4.4,,3.5,183,273,51,109,405,347
ER+SF,1000,4.4,4.4,,3.6,183,248,50,102,381,329
ER+SF,1000,4.4,4.4,,3.7,183,239,35,94,387,328
ER+SF,1000,4.4,4.4,,3.8,183,241,42,96,382,328
ER+SF,1000,4.4,4.4,,3.9,183,244,54,90,373,337
ER+SF,1000,4.4,4.4,,4.0,183,241,37,102,387,322
ER+SF,1000,4.4,4.4,,4.1,183,240,52,109,371,314
ER+SF,1000,4.4,4.4,,4.2,183,234,35,94,382,323
ER+SF,1000,4.4,4.4,,4.3,183,215,37,86,361,312
ER+SF,1000,4.4,4.4,,4.4,183,216,35,95,364,304
ER+SF,1000,4.4,4.4,,4.5,183,215,32,86,366,312
ER+SF,1000,4.4,4.4,,4.6,183,221,33,89,371,315
ER+SF,1000,4.4,4.4,,4.7,183,217,42,100,358,300
ER+SF,1000,4.4,4.4,,4.8,183,225,52,107,356,301
ER+SF,1000,4.4,4.4,,4.9,183,207,33,89,357,301
ER+SF,1000,4.4,4.4,,5.0,183,208,33,98,358,293
ER+SF,1000,4.5,4.5,,2.0,174,643,114,135,703,682
ER+SF,1000,4.5,4.5,,2.1,174,583,105,143,652,614
ER+SF,1000,4.5,4.5,,2.2,174,501,89,124,586,551
ER+SF,1000,4.5,4.5,,2.3,174,479,84,124,569,529
ER+SF,1000,4.5,4.5,,2.4,174,438,77,126,535,486
ER+SF,1000,4.5,4.5,,2.5,174,396,67,118,503,452
ER+SF,1000,4.5,4.5,,2.6,174,383,70,121,487,436
ER+SF,1000,4.5,4.5,,2.7,174,360,69,113,465,421
ER+SF,1000,4.5,4.5,,2.8,174,334,69,121,439,387
ER+SF,1000,4.5,4.5,,2.9,174,298,44,99,428,373
ER+SF,1000,4.5,4.5,,3.0,174,300,62,111,412,363
ER+SF,1000,4.5,4.5,,3.1,174,277,51,105,400,346
ER+SF,1000,4.5,4.5,,3.2,174,283,44,89,413,368
ER+SF,1000,4.5,4.5,,3.3,174,246,41,93,379,327
ER+SF,1000,4.5,4.5,,3.4,174,248,43,84,379,338
ER+SF,1000,4.5,4.5,,3.5,174,255,57,99,372,330
ER+SF,1000,4.5,4.5,,3.6,174,242,44,90,372,326
ER+SF,1000,4.5,4.5,,3.7,174,240,41,90,373,324
ER+SF,1000,4.5,4.5,,3.8,174,242,43,100,373,316
ER+SF,1000,4.5,4.5,,3.9,174,243,46,110,371,307
ER+SF,1000,4.5,4.5,,4.0,174,227,31,90,370,311
ER+SF,1000,4.5,4.5,,4.1,174,222,37,86,359,310
ER+SF,1000,4.5,4.5,,4.2,174,222,41,95,355,301
ER+SF,1000,4.5,4.5,,4.3,174,221,41,89,354,306
ER+SF,1000,4.5,4.5,,4.4,174,218,36,94,356,298
ER+SF,1000,4.5,4.5,,4.5,174,218,35,94,357,298
ER+SF,1000,4.5,4.5,,4.6,174,202,31,81,345,295
ER+SF,1000,4.5,4.5,,4.7,174,215,34,85,355,304
ER+SF,1000,4.5,4.5,,4.8,174,197,36,93,335,278
ER+SF,1000,4.5,4.5,,4.9,174,208,35,96,347,286
ER+SF,1000,4.5,4.5,,5.0,174,197,32,83,339,288
ER+SF,1000,4.6,4.6,,2.0,155,629,98,127,686,657
ER+SF,1000,4.6,4.6,,2.1,155,576,78,111,653,620
ER+SF,1000,4.6,4.6,,2.2,155,522,77,106,600,571
ER+SF,1000,4.6,4.6,,2.3,155,457,67,108,545,504
ER+SF,1000,4.6,4.6,,2.4,155,423,57,102,521,476
ER+SF,1000,4.6,4.6,,2.5,155,400,64,99,491,456
ER+SF,1000,4.6,4.6,,2.6,155,370,61,97,464,428
ER+SF,1000,4.6,4.6,,2.7,155,343,61,88,437,410
ER+SF,1000,4.6,4.6,,2.8,155,321,55,91,421,385
ER+SF,1000,4.6,4.6,,2.9,155,317,50,97,422,375
ER+SF,1000,4.6,4.6,,3.0,155,295,40,82,410,368
ER+SF,1000,4.6,4.6,,3.1,155,276,42,90,389,341
ER+SF,1000,4.6,4.6,,3.2,155,272,39,83,388,344
ER+SF,1000,4.6,4.6,,3.3,155,255,39,85,371,325
ER+SF,1000,4.6,4.6,,3.4,155,258,35,81,378,332
ER+SF,1000,4.6,4.6,,3.5,155,254,33,81,376,328
ER+SF,1000,4.6,4.6,,3.6,155,222,32,73,345,304
ER+SF,1000,4.6,4.6,,3.7,155,233,34,84,354,304
ER+SF,1000,4.6,4.6,,3.8,155,235,32,72,358,318
ER+SF,1000,4.6,4.6,,3.9,155,208,35,69,328,294
ER+SF,1000,4.6,4.6,,4.0,155,221,31,83,345,293
ER+SF,1000,4.6,4.6,,4.1,155,210,26,61,339,304
ER+SF,1000,4.6,4.6,,4.2,155,205,31,75,329,285
ER+SF,1000,4.6,4.6,,4.3,155,202,21,69,336,288
ER+SF,1000,4.6,4.6,,4.4,155,206,30,72,331,289
ER+SF,1000,4.6,4.6,,4.5,155,204,40,78,319,281
ER+SF,1000,4.6,4.6,,4.6,155,190,30,60,315,285
ER+SF,1000,4.6,4.6,,4.7,155,188,33,71,310,272
ER+SF,1000,4.6,4.6,,4.8,155,193,27,66,321,282
ER+SF,1000,4.6,4.6,,4.9,155,188,32,68,311,275
ER+SF,1000,4.6,4.6,,5.0,155,192,28,78,319,269
ER+SF,1000,4.7,4.7,,2.0,165,640,110,140,695,665
ER+SF,1000,4.7,4.7,,2.1,165,560,85,130,640,595
ER+SF,1000,4.7,4.7,,2.2,165,521,92,128,594,558
ER+SF,1000,4.7,4.7,,2.3,165,450,84,113,531,502
ER+SF,1000,4.7,4.7,,2.4,165,440,79,118,526,487
ER+SF,1000,4.7,4.7,,2.5,165,385,68,108,482,442
ER+SF,1000,4.7,4.7,,2.6,165,378,65,116,478,427
ER+SF,1000,4.7,4.7,,2.7,165,331,53,103,443,393
ER+SF,1000,4.7,4.7,,2.8,165,321,50,96,436,390
ER+SF,1000,4.7,4.7,,2.9,165,305,49,102,421,368
ER+SF,1000,4.7,4.7,,3.0,165,290,47,96,408,359
ER+SF,1000,4.7,4.7,,3.1,165,249,36,84,378,330
ER+SF,1000,4.7,4.7,,3.2,165,261,38,88,388,338
ER+SF,1000,4.7,4.7,,3.3,165,248,36,88,377,325
ER+SF,1000,4.7,4.7,,3.4,165,255,42,94,378,326
ER+SF,1000,4.7,4.7,,3.5,165,239,43,83,361,321
ER+SF,1000,4.7,4.7,,3.6,165,229,42,89,352,305
ER+SF,1000,4.7,4.7,,3.7,165,214,34,79,345,300
ER+SF,1000,4.7,4.7,,3.8,165,216,28,78,353,303
ER+SF,1000,4.7,4.7,,3.9,165,223,29,80,359,308
ER+SF,1000,4.7,4.7,,4.0,165,201,29,74,337,292
ER+SF,1000,4.7,4.7,,4.1,165,202,28,70,339,297
ER+SF,1000,4.7,4.7,,4.2,165,209,31,85,343,289
ER+SF,1000,4.7,4.7,,4.3,165,195,27,73,333,287
ER+SF,1000,4.7,4.7,,4.4,165,187,37,78,315,274
ER+SF,1000,4.7,4.7,,4.5,165,188,31,71,322,282
ER+SF,1000,4.7,4.7,,4.6,165,182,36,68,311,279
ER+SF,1000,4.7,4.7,,4.7,165,191,37,77,319,279
ER+SF,1000,4.7,4.7,,4.8,165,186,30,88,321,263
ER+SF,1000,4.7,4.7,,4.9,165,199,32,76,332,288
ER+SF,1000,4.7,4.7,,5.0,165,195,30,67,330,293
ER+SF,1000,4.8,4.8,,2.0,134,626,88,107,672,653
ER+SF,1000,4.8,4.8,,2.1,134,556,72,102,618,588
ER+SF,1000,4.8,4.8,,2.2,134,503,70,102,567,535
ER+SF,1000,4.8,4.8,,2.3,134,475,60,94,549,515
ER+SF,1000,4.8,4.8,,2.4,134,417,50,92,501,459
ER+SF,1000,4.8,4.8,,2.5,134,379,49,85,464,428
ER+SF,1000,4.8,4.8,,2.6,134,343,52,88,425,389
ER+SF,1000,4.8,4.8,,2.7,134,317,46,83,405,368
ER+SF,1000,4.8,4.8,,2.8,134,307,31,70,410,371
ER+SF,1000,4.8,4.8,,2.9,134,301,50,79,385,356
ER+SF,1000,4.8,4.8,,3.0,134,278,31,78,381,334
ER+SF,1000,4.8,4.8,,3.1,134,249,32,82,351,301
ER+SF,1000,4.8,4.8,,3.2,134,256,38,74,352,316
ER+SF,1000,4.8,4.8,,3.3,134,247,30,71,351,310
ER+SF,1000,4.8,4.8,,3.4,134,240,31,69,343,305
ER+SF,1000,4.8,4.8,,3.5,134,248,27,72,355,310
ER+SF,1000,4.8,4.8,,3.6,134,217,24,59,327,292
ER+SF,1000,4.8,4.8,,3.7,134,198,26,62,306,270
ER+SF,1000,4.8,4.8,,3.8,134,207,26,66,315,275
ER+SF,1000,4.8,4.8,,3.9,134,186,28,61,292,259
ER+SF,1000,4.8,4.8,,4.0,134,195,23,59,306,270
ER+SF,1000,4.8,4.8,,4.1,134,194,28,60,300,268
ER+SF,1000,4.8,4.8,,4.2,134,192,25,65,301,261
ER+SF,1000,4.8,4.8,,4.3,134,194,25,74,303,254
ER+SF,1000,4.8,4.8,,4.4,134,192,27,62,299,264
ER+SF,1000,4.8,4.8,,4.5,134,198,24,55,308,277
ER+SF,1000,4.8,4.8,,4.6,134,173,28,55,279,252
ER+SF,1000,4.8,4.8,,4.7,134,190,33,72,291,252
ER+SF,1000,4.8,4.8,,4.8,134,169,20,53,283,250
ER+SF,1000,4.8,4.8,,4.9,134,176,21,58,289,252
ER+SF,1000,4.8,4.8,,5.0,134,176,25,55,285,255
ER+SF,1000,4.9,4.9,,2.0,147,625,85,116,687,656
ER+SF,1000,4.9,4.9,,2.1,147,574,84,120,637,601
ER+SF,1000,4.9,4.9,,2.2,147,498,73,115,572,530
ER+SF,1000,4.9,4.9,,2.3,147,436,63,100,520,483
ER+SF,1000,4.9,4.9,,2.4,147,433,61,104,519,476
ER+SF,1000,4.9,4.9,,2.5,147,377,49,93,475,431
ER+SF,1000,4.9,4.9,,2.6,147,357,56,96,448,408
ER+SF,1000,4.9,4.9,,2.7,147,314,46,94,415,367
ER+SF,1000,4.9,4.9,,2.8,147,297,50,85,394,359
ER+SF,1000,4.9,4.9,,2.9,147,290,26,77,411,360
ER+SF,1000,4.9,4.9,,3.0,147,282,43,94,386,335
ER+SF,1000,4.9,4.9,,3.1,147,257,35,86,369,318
ER+SF,1000,4.9,4.9,,3.2,147,228,36,76,339,299
ER+SF,1000,4.9,4.9,,3.3,147,241,36,76,352,312
ER+SF,1000,4.9,4.9,,3.4,147,229,29,76,347,300
ER+SF,1000,4.9,4.9,,3.5,147,213,33,79,327,281
ER+SF,1000,4.9,4.9,,3.6,147,220,34,78,333,289
ER+SF,1000,4.9,4.9,,3.7,147,199,23,70,323,276
ER+SF,1000,4.9,4.9,,3.8,147,191,40,78,298,260
ER+SF,1000,4.9,4.9,,3.9,147,205,26,83,326,269
ER+SF,1000,4.9,4.9,,4.0,147,189,25,63,311,273
ER+SF,1000,4.9,4.9,,4.1,147,183,26,72,304,258
ER+SF,1000,4.9,4.9,,4.2,147,197,24,66,320,278
ER+SF,1000,4.9,4.9,,4.3,147,177,28,73,296,251
ER+SF,1000,4.9,4.9,,4.4,147,170,27,66,290,251
ER+SF,1000,4.9,4.9,,4.5,147,170,28,79,289,238
ER+SF,1000,4.9,4.9,,4.6,147,173,27,65,293,255
ER+SF,1000,4.9,4.9,,4.7,147,181,16,69,312,259
ER+SF,1000,4.9,4.9,,4.8,147,160,24,62,283,245
ER+SF,1000,4.9,4.9,,4.9,147,175,29,77,293,245
ER+SF,1000,4.9,4.9,,5.0,147,171,26,68,292,250
ER+SF,1000,5.0,5.0,,2.0,137,623,83,106,677,654
ER+SF,1000,5.0,5.0,,2.1,137,549,74,103,612,583
ER+SF,1000,5.0,5.0,,2.2,137,503,64,97,576,543
ER+SF,1000,5.0,5.0,,2.3,137,456,66,98,527,495
ER+SF,1000,5.0,5.0,,2.4,137,403,46,86,494,454
ER+SF,1000,5.0,5.0,,2.5,137,377,54,93,460,421
ER+SF,1000,5.0,5.0,,2.6,137,343,51,88,429,392
ER+SF,1000,5.0,5.0,,2.7,137,318,39,87,416,368
ER+SF,1000,5.0,5.0,,2.8,137,298,39,86,396,349
ER+SF,1000,5.0,5.0,,2.9,137,266,37,74,366,329
ER+SF,1000,5.0,5.0,,3.0,137,275,39,83,373,329
ER+SF,1000,5.0,5.0,,3.1,137,249,29,72,357,314
